"Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","SedentaryActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","TotalSleepRecords","TotalMinutesAsleep","TotalTimeInBed"
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,304,320
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,360,377
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,325,364
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,361,384
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,430,449
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,277,323
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,245,274
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,366,393
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,341,354
1503960366,NA,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1,404,425
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,2,384,407
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,412,442
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,2,340,367
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,700,712
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,304,320
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,360,377
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,325,364
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,361,384
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,430,449
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,277,323
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,245,274
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,366,393
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,341,354
1503960366,NA,12764,8.13000011444092,8.13000011444092,0,4.76000022888184,1.12000000476837,2.24000000953674,0,66,27,130,1217,1827,1,404,425
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,2,384,407
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,412,442
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,2,340,367
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,700,712
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,304,320
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,360,377
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,325,364
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,361,384
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,430,449
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,277,323
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,245,274
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,366,393
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,341,354
1503960366,NA,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1,404,425
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,2,384,407
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,412,442
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,2,340,367
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,700,712
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,304,320
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,360,377
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,325,364
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,361,384
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,430,449
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,277,323
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,245,274
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,366,393
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,341,354
1503960366,NA,11181,7.15000009536743,7.15000009536743,0,1.05999994277954,0.5,5.57999992370605,0,16,12,243,815,1837,1,404,425
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,2,384,407
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,412,442
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,2,340,367
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,700,712
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,304,320
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,360,377
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,325,364
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,361,384
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,430,449
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,277,323
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,245,274
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,366,393
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,341,354
1503960366,NA,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1,404,425
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,2,384,407
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,412,442
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,2,340,367
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,700,712
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,304,320
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,360,377
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,325,364
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,361,384
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,430,449
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,277,323
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,245,274
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,366,393
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,341,354
1503960366,NA,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1,404,425
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,2,384,407
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,412,442
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,2,340,367
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,700,712
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,304,320
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,360,377
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,325,364
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,361,384
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,430,449
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,277,323
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,245,274
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,366,393
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,341,354
1503960366,NA,13154,8.52999973297119,8.52999973297119,0,3.53999996185303,1.1599999666214,3.78999996185303,0,48,28,189,782,1898,1,404,425
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,2,384,407
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,412,442
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,2,340,367
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,700,712
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,304,320
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,360,377
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,325,364
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,361,384
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,430,449
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,277,323
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,245,274
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,366,393
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,341,354
1503960366,NA,14371,9.03999996185303,9.03999996185303,0,2.80999994277954,0.870000004768372,5.3600001335144,0,41,21,262,732,1949,1,404,425
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,2,384,407
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,412,442
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,2,340,367
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,700,712
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,304,320
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,360,377
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,325,364
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,361,384
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,430,449
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,277,323
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,245,274
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,366,393
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,341,354
1503960366,NA,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1,404,425
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,2,384,407
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,412,442
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,2,340,367
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,700,712
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,304,320
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,360,377
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,325,364
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,361,384
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,430,449
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,277,323
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,245,274
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,366,393
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,341,354
1503960366,NA,18134,12.210000038147,12.210000038147,0,6.40000009536743,0.409999996423721,5.40999984741211,0,78,11,243,1108,2159,1,404,425
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,2,384,407
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,412,442
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,2,340,367
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,700,712
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,304,320
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,360,377
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,325,364
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,361,384
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,430,449
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,277,323
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,245,274
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,366,393
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,341,354
1503960366,NA,13755,8.78999996185303,8.78999996185303,0,2.32999992370605,0.920000016689301,5.53999996185303,0,31,23,279,833,1970,1,404,425
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,2,384,407
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,412,442
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,2,340,367
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,700,712
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,304,320
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,360,377
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,325,364
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,361,384
1503960366,NA,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,1,430,449
